filename	barcode(s)
unc.edu.bfb7a272+AC0-3b86+AC0-4d5d+AC0-a3df+AC0-6aea8fd3b66b.2446127.rsem.genes.normalized+AF8-results	TCGA+AC0-V1+AC0-A8WV+AC0-01A+AC0-
unc.edu.bfb7a272+AC0-3b86+AC0-4d5d+AC0-a3df+AC0-6aea8fd3b66b.2446247.bt.exon+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8WV+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1215160.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1219923.rsem.genes.results	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1219924.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1221307.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1221318.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.bfdc11be+AC0-a30b+AC0-498b+AC0-bdf6+AC0-4b98ec4f1ea1.1756229.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5517+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1234781.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1246971.rsem.genes.results	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1246972.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1247007.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1247008.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c07b7746+AC0-e340+AC0-4679+AC0-99bb+AC0-531c2d93b4e5.1758910.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5495+AC0-01A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1345795.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1352231.rsem.genes.results	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1352232.rsem.isoforms.results	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1352284.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1352285.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c08293b3+AC0-507d+AC0-4c7c+AC0-8b14+AC0-9a328e1d15fe.1755684.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7752+AC0-11A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1361927.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1366376.rsem.genes.results	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1366377.rsem.isoforms.results	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1366422.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1366423.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c1188eb0+AC0-1e8b+AC0-4451+AC0-b9bc+AC0-312f33bb9fd3.1756134.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7078+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2386216.junction+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2387094.rsem.genes.results	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2387095.rsem.isoforms.results	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2387152.rsem.genes.normalized+AF8-results	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2387153.rsem.isoforms.normalized+AF8-results	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c16ddaf4+AC0-4bfe+AC0-4917+AC0-a208+AC0-aa5a89beb17e.2388114.bt.exon+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83K+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2411824.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2412363.rsem.genes.results	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2412364.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2412374.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2412377.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c291389a+AC0-1dfd+AC0-4eef+AC0-9542+AC0-7269a8bd797a.2412439.bt.exon+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8HL+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1535404.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1545099.rsem.genes.results	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1545100.rsem.isoforms.results	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1545114.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1545115.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3841b03+AC0-197a+AC0-4cd1+AC0-9331+AC0-02fde85bcb55.1749594.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-7521+AC0-01A+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2481506.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2483798.rsem.genes.results	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2483799.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2483824.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2483830.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c3d6c3bb+AC0-8882+AC0-4033+AC0-855e+AC0-f164c03799cd.2484187.bt.exon+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SR+AC0-01B+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2386348.junction+AF8-quantification.txt	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2387241.rsem.genes.results	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2387242.rsem.isoforms.results	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2387282.rsem.genes.normalized+AF8-results	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2387283.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c44359a0+AC0-d7c7+AC0-45bc+AC0-80e7+AC0-5139d4a77234.2388111.bt.exon+AF8-quantification.txt	TCGA+AC0-VN+AC0-A88Q+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2386261.junction+AF8-quantification.txt	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2387101.rsem.genes.results	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2387102.rsem.isoforms.results	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2387144.rsem.genes.normalized+AF8-results	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2387147.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c47f8609+AC0-65d3+AC0-4cca+AC0-b599+AC0-58add67672c7.2388117.bt.exon+AF8-quantification.txt	TCGA+AC0-VP+AC0-A875+AC0-01A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1361264.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1365984.rsem.genes.results	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1365985.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1366022.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1366023.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c4aa58a3+AC0-f1ef+AC0-489f+AC0-be76+AC0-ce0f20a5446f.1756619.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7786+AC0-11A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1361448.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1366144.rsem.genes.results	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1366145.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1366207.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1366218.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c5dbae69+AC0-fb0e+AC0-458b+AC0-81ce+AC0-1f64c391cfe1.1756624.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7115+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1235266.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1243915.rsem.genes.results	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1243918.rsem.isoforms.results	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1244155.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1244156.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c72a1f85+AC0-6eb7+AC0-45ef+AC0-ac30+AC0-f695d87226ed.1758499.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6385+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394044.junction+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394646.rsem.genes.results	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394647.rsem.isoforms.results	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394659.rsem.genes.normalized+AF8-results	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394660.rsem.isoforms.normalized+AF8-results	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7a98315+AC0-43bb+AC0-4917+AC0-90c9+AC0-93f9caf47fdc.2394760.bt.exon+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8MK+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1529941.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1532189.rsem.genes.results	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1532190.rsem.isoforms.results	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1532206.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1532209.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c7ab83e0+AC0-85c1+AC0-4224+AC0-8f47+AC0-746221f66d1e.1749591.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-8256+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394004.junction+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394505.rsem.genes.results	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394506.rsem.isoforms.results	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394523.rsem.genes.normalized+AF8-results	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394524.rsem.isoforms.normalized+AF8-results	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c84acacb+AC0-d7ab+AC0-481e+AC0-8462+AC0-94693fdf5980.2394597.bt.exon+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8MF+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1211824.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1218032.rsem.genes.results	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1218033.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1218212.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1218219.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c88d608d+AC0-79c7+AC0-41af+AC0-a3b3+AC0-e27b413cba28.1756201.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5524+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1535246.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1543080.rsem.genes.results	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1543081.rsem.isoforms.results	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1543115.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1543116.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c969c5c7+AC0-c72e+AC0-4e8f+AC0-9213+AC0-8ab2f192c845.1749587.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-7510+AC0-01A+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2043694.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2044366.rsem.genes.results	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2044367.rsem.isoforms.results	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2044420.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2044423.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.c995e591+AC0-f2b7+AC0-4c3e+AC0-ae81+AC0-9e72b9548b57.2044616.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7817+AC0-01B+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2391472.junction+AF8-quantification.txt	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2391913.rsem.genes.results	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2391914.rsem.isoforms.results	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2391954.rsem.genes.normalized+AF8-results	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2391955.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.ca36f013+AC0-1f5d+AC0-41f4+AC0-85a5+AC0-2b8a149a5cfa.2392084.bt.exon+AF8-quantification.txt	TCGA+AC0-VP+AC0-A87D+AC0-01A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1360821.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1365768.rsem.genes.results	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1365769.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1365809.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1365822.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cbc2c758+AC0-bf49+AC0-4165+AC0-bbb1+AC0-30c046caf99c.1756629.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7328+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1355437.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1359309.rsem.genes.results	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1359310.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1359402.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1359407.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc827a61+AC0-5c7d+AC0-41a0+AC0-a677+AC0-35a52e5eb471.1756072.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7314+AC0-11A+AC0-
unc.edu.cc9dfa83+AC0-d316+AC0-4455+AC0-bd08+AC0-967fb33a54ff.2482500.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SC+AC0-01A+AC0-
unc.edu.cc9dfa83+AC0-d316+AC0-4455+AC0-bd08+AC0-967fb33a54ff.2485112.rsem.genes.results	TCGA+AC0-YL+AC0-A8SC+AC0-01A+AC0-
unc.edu.cc9dfa83+AC0-d316+AC0-4455+AC0-bd08+AC0-967fb33a54ff.2485113.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8SC+AC0-01A+AC0-
unc.edu.cc9dfa83+AC0-d316+AC0-4455+AC0-bd08+AC0-967fb33a54ff.2485132.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SC+AC0-01A+AC0-
unc.edu.cc9dfa83+AC0-d316+AC0-4455+AC0-bd08+AC0-967fb33a54ff.2485133.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SC+AC0-01A+AC0-
